uso_credito_rotativo,edad,atrasos_30_59d,ratio_deuda,ingreso_mensual,lineas_credito_abiertas,atrasos_90d,prestamos_inmobiliarios,atrasos_60_89d,dependientes,total_atrasos,ingreso_por_dependiente,mora_real,score_riesgo,prediccion,condicion_real,nivel_score
0.192298643,81,0,0.443889141,2200.0,7,0,1,0,0.0,0,2200.0,0,20.1,0,Sin mora,Muy Bajo
1.5,50,1,0.117235463,23000.0,8,0,2,0,3.0,1,5750.0,0,24.9,0,Sin mora,Muy Bajo
0.167708073,33,0,0.132858837,5900.0,5,0,0,0,0.0,0,5900.0,0,21.9,0,Sin mora,Muy Bajo
0.01499344,75,0,0.003096694,12916.0,8,0,0,0,1.0,0,6458.0,0,2.9,0,Sin mora,Muy Bajo
0.01924963,56,0,0.291120546,10833.0,6,0,2,0,0.0,0,10833.0,0,6.7,0,Sin mora,Muy Bajo
0.0,63,0,0.369441816,8455.0,6,0,2,0,0.0,0,8455.0,0,3.6,0,Sin mora,Muy Bajo
0.407307566,41,1,1566.0,5400.0,12,0,1,0,4.0,1,1080.0,0,56.8,1,Sin mora,Medio
0.086460903,64,0,0.122699387,325.0,3,0,0,0,0.0,0,325.0,0,11.3,0,Sin mora,Muy Bajo
0.348359549,42,0,2114.0,5400.0,14,0,1,0,0.0,0,5400.0,0,35.9,0,Sin mora,Bajo
0.029899402,54,1,0.246686787,7620.0,8,0,1,1,3.0,2,1905.0,0,37.4,0,Sin mora,Bajo
0.0,59,0,3369.0,5400.0,10,0,2,0,0.0,0,5400.0,0,4.0,0,Sin mora,Muy Bajo
0.010482788,50,0,0.22111127,7000.0,19,0,2,0,2.0,0,2333.333333333333,0,4.8,0,Sin mora,Muy Bajo
0.013105988,58,0,0.318372154,15283.0,17,0,4,0,0.0,0,15283.0,0,7.8,0,Sin mora,Muy Bajo
0.067030096,74,0,0.126679463,520.0,6,0,0,0,0.0,0,520.0,0,10.6,0,Sin mora,Muy Bajo
0.043006867,54,0,0.264886756,20000.0,9,0,4,0,3.0,0,5000.0,0,12.4,0,Sin mora,Muy Bajo
0.263147371,29,0,0.397750937,2400.0,6,0,1,0,1.0,0,1200.0,0,31.9,0,Sin mora,Bajo
0.048863461,32,0,1.478550604,2400.0,3,0,1,0,0.0,0,2400.0,0,13.9,0,Sin mora,Muy Bajo
0.772933697,34,2,453.0,5400.0,4,1,0,0,0.0,3,5400.0,0,92.6,1,Sin mora,Alto
0.509142132,39,0,3200.0,5400.0,20,0,2,0,4.0,0,1080.0,0,38.4,0,Sin mora,Bajo
0.070704185,39,0,0.482132938,5400.0,13,0,1,0,0.0,0,5400.0,0,17.1,0,Sin mora,Muy Bajo
0.034660724,50,0,0.258484745,5833.0,7,0,1,0,0.0,0,5833.0,0,8.6,0,Sin mora,Muy Bajo
0.62694922,52,0,0.218866781,9900.0,6,0,2,0,2.0,0,3300.0,0,29.5,0,Sin mora,Bajo
0.071896405,29,0,0.013995335,3000.0,4,0,0,0,0.0,0,3000.0,0,9.2,0,Sin mora,Muy Bajo
0.95802099,40,0,0.424657534,1240.0,4,0,0,0,0.0,0,1240.0,1,76.1,1,Con mora,Alto
0.026599409,74,0,0.004036909,8669.0,6,0,0,0,0.0,0,8669.0,0,3.3,0,Sin mora,Muy Bajo
0.004897105,60,0,1252.0,5400.0,11,0,1,0,0.0,0,5400.0,0,4.1,0,Sin mora,Muy Bajo
0.219878012,56,1,0.447776112,2000.0,7,0,0,0,2.0,1,666.6666666666666,0,64.6,1,Sin mora,Medio
0.6172047,62,1,0.363191244,3471.0,17,0,0,0,2.0,1,1157.0,0,81.6,1,Sin mora,Alto
0.006722576,59,1,0.262787973,2560.0,10,0,1,0,0.0,1,2560.0,0,10.9,0,Sin mora,Muy Bajo
0.348029565,63,1,867.0,5400.0,7,0,1,0,0.0,1,5400.0,0,46.5,0,Sin mora,Bajo
0.955881462,46,0,4979.079999999958,5400.0,8,1,2,0,0.0,1,5400.0,0,85.8,1,Sin mora,Alto
0.131357127,49,0,4979.079999999958,5400.0,19,0,4,0,0.0,0,5400.0,0,28.1,0,Sin mora,Bajo
0.9999999,54,0,0.054625829,3166.0,7,1,0,0,1.0,1,1583.0,0,70.8,1,Sin mora,Medio
0.140664049,42,0,0.329747774,2695.0,3,2,1,0,1.0,2,1347.5,1,80.4,1,Con mora,Alto
0.042847673,36,0,806.0,5400.0,7,0,0,0,0.0,0,5400.0,0,10.2,0,Sin mora,Muy Bajo
0.019715824,74,0,0.081225771,5416.0,17,0,0,0,0.0,0,5416.0,0,5.8,0,Sin mora,Muy Bajo
0.278452233,36,0,0.892906815,2875.0,8,0,2,0,0.0,0,2875.0,0,35.9,0,Sin mora,Bajo
0.052923789,43,0,0.150430922,3828.0,10,0,0,0,2.0,0,1276.0,0,13.8,0,Sin mora,Muy Bajo
0.001993928,33,0,0.378659414,6250.0,12,0,2,0,0.0,0,6250.0,0,6.9,0,Sin mora,Muy Bajo
0.014202172,75,0,16.0,5400.0,5,0,0,0,0.0,0,5400.0,0,4.7,0,Sin mora,Muy Bajo
0.038803821,71,0,0.013478819,6231.0,4,0,0,0,0.0,0,6231.0,0,3.8,0,Sin mora,Muy Bajo
0.107340988,85,0,24.0,5400.0,3,0,0,0,0.0,0,5400.0,0,11.8,0,Sin mora,Muy Bajo
0.450604939,52,0,0.346505144,10400.0,11,0,2,0,1.0,0,5200.0,0,38.5,0,Sin mora,Bajo
0.025449074,71,0,0.082547843,3500.0,8,0,0,0,1.0,0,1750.0,0,5.9,0,Sin mora,Muy Bajo
0.033429962,64,0,0.230442478,8474.0,7,0,1,0,1.0,0,4237.0,0,5.4,0,Sin mora,Muy Bajo
0.469194677,47,1,0.421428571,5879.0,7,1,1,0,2.0,2,1959.6666666666667,0,84.9,1,Sin mora,Alto
0.522681976,65,0,0.262086896,20000.0,22,0,5,0,1.0,0,10000.0,0,24.3,0,Sin mora,Muy Bajo
0.598933417,62,1,2651.0,5400.0,6,0,1,0,0.0,1,5400.0,0,66.0,1,Sin mora,Medio
0.538063435,45,0,0.344220265,17941.0,20,0,2,0,3.0,0,4485.25,0,45.6,0,Sin mora,Bajo
0.0222425,77,0,17.0,5400.0,1,0,0,0,0.0,0,5400.0,0,6.7,0,Sin mora,Muy Bajo
0.125798586,35,0,0.455700609,5744.0,8,0,2,0,0.0,0,5744.0,0,17.1,0,Sin mora,Muy Bajo
0.019031803,61,0,0.237260274,1824.0,17,0,1,0,0.0,0,1824.0,0,6.2,0,Sin mora,Muy Bajo
0.404290307,40,0,0.784047989,4500.0,15,0,2,0,2.0,0,1500.0,0,48.5,0,Sin mora,Bajo
0.024876032,59,0,72.0,5400.0,12,0,0,0,0.0,0,5400.0,0,7.0,0,Sin mora,Muy Bajo
0.097266054,69,0,1941.0,5400.0,13,0,1,0,0.0,0,5400.0,0,7.2,0,Sin mora,Muy Bajo
0.9999999,35,0,1858.0,0.0,4,0,1,0,0.0,0,0.0,0,21.4,0,Sin mora,Muy Bajo
0.307865379,50,1,0.724799663,4741.0,8,0,1,0,0.0,1,4741.0,0,60.3,1,Sin mora,Medio
0.508032798,39,0,2.53030303,725.0,5,0,2,0,0.0,0,725.0,0,37.6,0,Sin mora,Bajo
0.19071974,54,0,0.277072293,10000.0,10,0,1,0,3.0,0,2500.0,0,27.6,0,Sin mora,Bajo
0.190660606,69,0,0.216174184,4500.0,9,0,0,0,0.0,0,4500.0,0,24.2,0,Sin mora,Muy Bajo
0.9999999,46,1,2048.0,5400.0,5,0,2,1,1.0,2,2700.0,0,56.2,1,Sin mora,Medio
0.9999999,38,0,0.0,5400.0,0,0,0,0,0.0,0,5400.0,0,54.6,1,Sin mora,Medio
0.082801336,70,0,903.0,5400.0,10,0,1,0,0.0,0,5400.0,0,6.5,0,Sin mora,Muy Bajo
0.017686321,51,0,0.19446349,11667.0,16,0,3,0,0.0,0,11667.0,0,6.1,0,Sin mora,Muy Bajo
0.0,59,0,1400.0,5400.0,9,0,1,0,0.0,0,5400.0,0,3.3,0,Sin mora,Muy Bajo
0.041263492,61,0,0.010497376,4000.0,2,0,0,0,1.0,0,2000.0,0,5.1,0,Sin mora,Muy Bajo
0.9999999,37,0,0.087576375,5400.0,1,0,0,0,0.0,0,5400.0,0,43.8,0,Sin mora,Bajo
0.898927468,56,0,1704.0,5400.0,5,0,1,0,1.0,0,2700.0,0,49.4,0,Sin mora,Bajo
0.9481725,67,2,0.178843313,8800.0,5,0,1,2,0.0,4,8800.0,1,83.8,1,Con mora,Alto
0.107196228,69,0,0.235683677,7700.0,11,0,0,0,0.0,0,7700.0,0,17.0,0,Sin mora,Muy Bajo
1.038653782,43,1,0.294117647,6000.0,8,0,0,0,1.0,1,3000.0,0,89.2,1,Sin mora,Alto
0.081188763,64,0,59.0,5400.0,4,0,0,0,0.0,0,5400.0,0,9.7,0,Sin mora,Muy Bajo
0.00539946,57,0,1.0,5400.0,3,0,0,1,0.0,1,5400.0,0,30.3,0,Sin mora,Bajo
0.275786692,45,1,0.403465896,4500.0,10,0,1,0,2.0,1,1500.0,0,54.0,1,Sin mora,Medio
0.014594031,60,0,1981.0,5400.0,9,0,1,0,0.0,0,5400.0,0,4.8,0,Sin mora,Muy Bajo
0.046026271,33,0,0.192865106,2690.0,9,0,0,0,0.0,0,2690.0,0,13.1,0,Sin mora,Muy Bajo
0.016936628,60,0,4979.079999999958,5400.0,17,0,4,0,2.0,0,1800.0,0,8.3,0,Sin mora,Muy Bajo
0.054887623,53,0,0.142308615,4166.0,16,0,0,0,0.0,0,4166.0,0,12.6,0,Sin mora,Muy Bajo
0.9999999,34,0,0.0,2494.0,0,0,0,0,2.0,0,831.3333333333334,1,52.9,1,Con mora,Medio
0.016432992,63,0,0.233980087,7833.0,3,0,1,0,0.0,0,7833.0,0,5.0,0,Sin mora,Muy Bajo
0.188469761,61,0,2314.0,5400.0,5,0,1,0,0.0,0,5400.0,0,17.8,0,Sin mora,Muy Bajo
0.945427073,30,1,0.425216316,2426.0,9,0,0,0,1.0,1,1213.0,0,84.2,1,Sin mora,Alto
0.336134454,54,0,0.271289343,6258.0,9,0,2,0,1.0,0,3129.0,0,23.9,0,Sin mora,Muy Bajo
0.459708058,63,0,0.019423022,3500.0,1,0,0,0,0.0,0,3500.0,0,31.0,0,Sin mora,Bajo
0.025748713,51,0,0.070704185,7000.0,3,0,0,0,2.0,0,2333.333333333333,0,8.6,0,Sin mora,Muy Bajo
0.550024724,34,1,0.209417596,4841.0,8,0,0,0,0.0,1,4841.0,0,76.2,1,Sin mora,Alto
0.890859365,54,0,1879.0,5400.0,3,0,1,0,0.0,0,5400.0,0,53.6,1,Sin mora,Medio
0.251809134,53,0,0.407159284,10000.0,8,0,2,0,0.0,0,10000.0,0,28.2,0,Sin mora,Bajo
0.062548958,66,0,0.321331743,9220.0,8,0,3,0,0.0,0,9220.0,0,7.2,0,Sin mora,Muy Bajo
0.020256688,49,0,0.258157114,10450.0,6,0,1,0,0.0,0,10450.0,0,7.2,0,Sin mora,Muy Bajo
0.0,36,0,0.069379238,1916.0,3,0,0,0,0.0,0,1916.0,0,5.7,0,Sin mora,Muy Bajo
0.015839397,51,1,0.004999167,6000.0,9,0,0,0,2.0,1,2000.0,0,11.2,0,Sin mora,Muy Bajo
0.198192382,61,0,0.348287254,5750.0,19,0,2,0,0.0,0,5750.0,0,16.3,0,Sin mora,Muy Bajo
0.105181258,41,0,0.319613398,6000.0,5,0,1,0,0.0,0,6000.0,0,15.2,0,Sin mora,Muy Bajo
0.376919178,48,0,4933.0,5400.0,9,0,1,0,0.0,0,5400.0,0,40.0,0,Sin mora,Bajo
0.166892459,65,0,0.325852683,9000.0,6,0,1,0,0.0,0,9000.0,0,16.8,0,Sin mora,Muy Bajo
0.702093433,48,0,0.38953568,7300.0,10,0,2,0,1.0,0,3650.0,0,41.2,0,Sin mora,Bajo
0.825490908,62,0,0.416647291,4300.0,13,0,1,0,0.0,0,4300.0,0,47.1,0,Sin mora,Bajo
0.030282708,54,0,3775.0,5400.0,12,0,2,0,0.0,0,5400.0,1,12.7,0,Con mora,Muy Bajo
0.197974424,49,0,1.071464268,2000.0,9,0,1,0,0.0,0,2000.0,0,37.1,0,Sin mora,Bajo
0.760863975,38,0,0.535178777,2600.0,5,0,1,0,3.0,0,650.0,0,58.7,1,Sin mora,Medio
0.0,56,0,0.278712158,2080.0,4,0,0,0,0.0,0,2080.0,0,7.4,0,Sin mora,Muy Bajo
0.611105423,46,1,3024.0,5400.0,6,0,1,0,3.0,1,1350.0,1,67.9,1,Con mora,Medio
0.0,25,0,0.0,5400.0,1,0,0,0,0.0,0,5400.0,0,6.4,0,Sin mora,Muy Bajo
0.684300807,41,1,0.367184677,5533.0,11,0,1,0,3.0,1,1383.25,0,70.9,1,Sin mora,Medio
0.004475056,86,0,0.09001938,10319.0,5,0,1,0,0.0,0,10319.0,0,3.8,0,Sin mora,Muy Bajo
0.136308619,35,0,4.59066994,2850.0,14,0,6,0,0.0,0,2850.0,1,27.1,0,Con mora,Bajo
0.034550037,42,0,0.006508722,3840.0,4,0,0,0,2.0,0,1280.0,0,7.5,0,Sin mora,Muy Bajo
0.979800808,44,1,0.621075785,5000.0,8,0,2,0,3.0,1,1250.0,0,68.1,1,Sin mora,Medio
0.15638335,55,0,0.478028365,4300.0,11,0,0,0,0.0,0,4300.0,0,34.2,0,Sin mora,Bajo
0.589140781,53,0,0.403748412,12591.0,24,0,1,0,0.0,0,12591.0,0,58.6,1,Sin mora,Medio
0.729140156,41,0,2.860050891,2750.0,5,0,1,0,2.0,0,916.6666666666666,0,58.3,1,Sin mora,Medio
0.864565417,69,0,0.383461694,7400.0,13,0,1,0,0.0,0,7400.0,0,35.3,0,Sin mora,Bajo
0.9999999,38,0,693.0,5400.0,3,8,0,0,0.0,8,5400.0,1,91.6,1,Con mora,Alto
0.286874522,48,0,1.027491409,2036.0,10,0,1,0,2.0,0,678.6666666666666,0,35.7,0,Sin mora,Bajo
0.968004,43,2,0.816411683,5751.0,12,11,5,1,0.0,14,5751.0,1,91.9,1,Con mora,Alto
0.819859007,32,0,0.085541977,6300.0,3,0,0,0,0.0,0,6300.0,0,59.7,1,Sin mora,Medio
0.127120275,62,0,0.076048805,5982.0,18,0,0,0,0.0,0,5982.0,0,16.7,0,Sin mora,Muy Bajo
0.365327323,40,0,0.433615565,5550.0,10,0,1,0,0.0,0,5550.0,0,44.4,0,Sin mora,Bajo
0.131741878,60,0,0.112077837,10688.0,15,1,2,0,0.0,1,10688.0,0,41.4,0,Sin mora,Bajo
0.213026465,62,0,0.278072193,10000.0,11,0,2,0,0.0,0,10000.0,0,15.6,0,Sin mora,Muy Bajo
0.132340111,40,0,0.547866205,2600.0,3,0,1,0,2.0,0,866.6666666666666,0,21.5,0,Sin mora,Muy Bajo
0.0,50,0,0.185201287,11500.0,10,0,2,0,1.0,0,5750.0,0,3.8,0,Sin mora,Muy Bajo
0.0,68,0,0.0,5400.0,4,0,0,0,0.0,0,5400.0,0,2.2,0,Sin mora,Muy Bajo
0.561794014,51,0,0.471218397,7000.0,14,0,1,0,2.0,0,2333.333333333333,0,59.1,1,Sin mora,Medio
0.297874479,54,0,0.359182313,9000.0,5,0,1,0,1.0,0,4500.0,0,31.3,0,Sin mora,Bajo
0.046143378,44,0,0.385047385,8546.0,11,0,1,0,3.0,0,2136.5,0,13.4,0,Sin mora,Muy Bajo
1.5,32,1,0.089264461,4200.0,2,0,0,0,2.0,1,1400.0,0,58.5,1,Sin mora,Medio
1.5,36,0,0.469271693,5450.0,6,0,1,0,0.0,0,5450.0,0,24.0,0,Sin mora,Muy Bajo
0.549876053,74,1,0.373107852,8455.0,15,0,2,0,1.0,1,4227.5,0,38.2,0,Sin mora,Bajo
0.279294152,60,0,0.371253107,6838.0,13,0,1,0,0.0,0,6838.0,0,26.1,0,Sin mora,Bajo
0.9999999,58,0,0.072501633,1530.0,1,0,0,0,0.0,0,1530.0,0,35.0,0,Sin mora,Bajo
0.01811298,83,0,0.004090537,11000.0,9,0,0,0,0.0,0,11000.0,0,3.1,0,Sin mora,Muy Bajo
0.043720631,42,0,0.311428105,18366.0,25,0,3,0,3.0,0,4591.5,0,12.8,0,Sin mora,Muy Bajo
0.2391771,72,0,1.054041983,6716.0,9,0,2,0,1.0,0,3358.0,0,20.8,0,Sin mora,Muy Bajo
0.033270711,66,1,3119.0,5400.0,14,0,2,0,0.0,1,5400.0,0,13.5,0,Sin mora,Muy Bajo
0.9999999,44,1,0.263248451,2905.0,3,1,0,1,5.0,3,484.1666666666667,1,84.6,1,Con mora,Alto
0.156114743,32,0,0.105315781,6000.0,5,0,0,0,0.0,0,6000.0,0,19.9,0,Sin mora,Muy Bajo
0.9999999,45,2,778.0,5400.0,3,0,2,0,0.0,2,5400.0,0,53.8,1,Sin mora,Medio
0.088336591,43,0,0.216678332,10000.0,15,0,1,0,2.0,0,3333.333333333333,0,12.8,0,Sin mora,Muy Bajo
0.173145941,69,0,0.648396666,7078.0,9,0,2,1,0.0,1,7078.0,0,43.5,0,Sin mora,Bajo
0.0,49,0,4520.0,5400.0,4,0,3,0,0.0,0,5400.0,0,8.5,0,Sin mora,Muy Bajo
0.9999999,43,0,0.229834827,13500.0,7,0,1,0,2.0,0,4500.0,0,22.2,0,Sin mora,Muy Bajo
0.166613451,55,0,0.200337298,11265.0,13,1,1,0,3.0,1,2816.25,0,51.9,1,Sin mora,Medio
1.022313822,52,1,2309.0,5400.0,13,0,0,0,3.0,1,1350.0,0,87.3,1,Sin mora,Alto
0.988023952,30,0,0.180327869,4025.0,4,0,0,0,1.0,0,2012.5,0,65.2,1,Sin mora,Medio
0.9999999,48,0,0.223208416,6083.0,4,0,2,0,0.0,0,6083.0,0,13.0,0,Sin mora,Muy Bajo
0.266437713,72,0,2001.0,5400.0,12,0,1,0,1.0,0,2700.0,0,15.4,0,Sin mora,Muy Bajo
0.037219485,68,1,0.052194781,10000.0,9,0,1,0,0.0,1,10000.0,0,11.6,0,Sin mora,Muy Bajo
0.0,46,0,2193.0,5400.0,6,0,1,0,0.0,0,5400.0,0,4.3,0,Sin mora,Muy Bajo
0.523231785,29,0,347.0,0.0,5,0,0,0,2.0,0,0.0,0,49.4,0,Sin mora,Bajo
0.677837229,29,0,0.481669487,3545.0,7,0,1,0,2.0,0,1181.6666666666667,0,57.3,1,Sin mora,Medio
0.270755895,48,0,0.322512077,5174.0,10,0,1,0,1.0,0,2587.0,1,31.7,0,Con mora,Bajo
0.178153206,43,0,3565.0,5400.0,8,0,2,0,0.0,0,5400.0,0,28.7,0,Sin mora,Bajo
0.673541405,41,0,0.270601654,10520.0,9,0,1,0,2.0,0,3506.6666666666665,0,54.9,1,Sin mora,Medio
0.342944216,76,0,0.127374525,5000.0,5,0,0,0,0.0,0,5000.0,0,26.5,0,Sin mora,Bajo
0.0,62,0,0.15147433,6680.0,10,0,2,0,1.0,0,3340.0,0,2.5,0,Sin mora,Muy Bajo
0.24099036,52,0,0.536239933,3600.0,8,0,2,0,0.0,0,3600.0,0,26.2,0,Sin mora,Bajo
0.37312984,65,0,0.026297086,5627.0,4,0,0,0,1.0,0,2813.5,0,18.4,0,Sin mora,Muy Bajo
0.449955004,37,0,0.296752721,11116.0,6,0,2,0,0.0,0,11116.0,0,32.0,0,Sin mora,Bajo
0.03929607,82,0,12.0,5400.0,5,0,0,0,0.0,0,5400.0,0,5.8,0,Sin mora,Muy Bajo
0.002193344,62,0,1816.0,5400.0,7,0,1,0,1.0,0,2700.0,0,3.9,0,Sin mora,Muy Bajo
0.043104331,48,0,1556.0,5400.0,7,0,1,0,0.0,0,5400.0,0,8.5,0,Sin mora,Muy Bajo
0.9999999,51,1,0.245361006,11370.0,4,0,1,0,2.0,1,3790.0,0,45.2,0,Sin mora,Bajo
0.9999999,50,0,0.796040792,5000.0,5,0,2,0,1.0,0,2500.0,0,28.3,0,Sin mora,Bajo
0.0,62,0,508.0,5400.0,4,0,0,0,0.0,0,5400.0,0,3.9,0,Sin mora,Muy Bajo
0.043668255,60,0,0.602665556,2400.0,19,0,2,0,0.0,0,2400.0,0,10.6,0,Sin mora,Muy Bajo
0.022485405,47,0,0.284559065,9150.0,6,0,1,0,2.0,0,3050.0,0,8.7,0,Sin mora,Muy Bajo
0.060729285,49,0,3508.0,5400.0,7,0,2,0,0.0,0,5400.0,0,10.9,0,Sin mora,Muy Bajo
0.191074796,31,0,0.097161136,2500.0,4,0,0,0,0.0,0,2500.0,0,26.4,0,Sin mora,Bajo
0.026133743,43,0,0.253660841,2116.0,6,0,0,0,1.0,0,1058.0,0,10.6,0,Sin mora,Muy Bajo
0.729711715,58,0,0.352092558,7000.0,8,0,2,0,1.0,0,3500.0,0,28.2,0,Sin mora,Bajo
0.9999999,54,0,0.0,5400.0,0,0,0,0,0.0,0,5400.0,1,51.5,1,Con mora,Medio
0.36214682,69,1,0.984354628,2300.0,11,0,1,0,1.0,1,1150.0,0,50.2,1,Sin mora,Medio
0.033369134,65,0,2172.0,5400.0,10,0,1,0,0.0,0,5400.0,0,4.5,0,Sin mora,Muy Bajo
0.444712481,74,0,0.333703621,4500.0,13,0,0,0,0.0,0,4500.0,0,40.7,0,Sin mora,Bajo
0.0,46,0,0.253968254,8000.0,18,0,2,0,2.0,0,2666.6666666666665,0,3.5,0,Sin mora,Muy Bajo
0.0,72,0,87.0,5400.0,4,0,0,0,0.0,0,5400.0,0,3.4,0,Sin mora,Muy Bajo
0.059580943,52,0,1055.0,5400.0,12,0,1,0,0.0,0,5400.0,0,10.2,0,Sin mora,Muy Bajo
0.162346964,48,0,0.21585847,15713.0,7,0,2,0,2.0,0,5237.666666666667,0,13.7,0,Sin mora,Muy Bajo
0.764471058,24,0,0.392143349,1450.0,3,0,0,0,0.0,0,1450.0,0,74.4,1,Sin mora,Medio
0.028801378,35,0,0.005722725,5416.0,5,0,0,0,0.0,0,5416.0,0,6.1,0,Sin mora,Muy Bajo
0.9999999,40,0,0.010497376,4000.0,0,1,0,0,1.0,1,2000.0,0,78.2,1,Sin mora,Alto
0.194414647,42,0,0.254645381,3820.0,4,0,0,0,1.0,0,1910.0,0,36.2,0,Sin mora,Bajo
0.988429398,41,0,0.384559623,8276.0,8,0,2,0,3.0,0,2069.0,1,38.9,0,Con mora,Bajo
0.087849373,35,0,0.241475852,10000.0,3,0,2,0,1.0,0,5000.0,0,9.9,0,Sin mora,Muy Bajo
0.011262392,67,0,22.0,5400.0,7,0,0,0,0.0,0,5400.0,0,5.2,0,Sin mora,Muy Bajo
0.075719967,48,0,0.214964173,6000.0,18,0,1,0,0.0,0,6000.0,0,11.9,0,Sin mora,Muy Bajo
1.287712288,76,0,38.0,5400.0,2,0,0,0,0.0,0,5400.0,0,42.1,0,Sin mora,Bajo
0.9999999,53,0,0.527157614,3000.0,4,0,1,0,0.0,0,3000.0,0,30.0,0,Sin mora,Bajo
0.0,47,0,0.192087812,4372.0,2,0,1,0,2.0,0,1457.3333333333333,0,4.4,0,Sin mora,Muy Bajo
0.051787686,40,0,0.231576842,10000.0,13,0,1,0,2.0,0,3333.333333333333,0,10.1,0,Sin mora,Muy Bajo
0.195689513,45,0,0.616860308,3700.0,8,0,1,0,2.0,0,1233.3333333333333,0,34.2,0,Sin mora,Bajo
0.9999999,27,0,0.098644746,4500.0,3,0,0,0,0.0,0,4500.0,0,33.5,0,Sin mora,Bajo
0.002796492,28,0,0.1456905,4083.0,7,0,1,0,0.0,0,4083.0,0,5.1,0,Sin mora,Muy Bajo
0.181596251,72,0,3548.0,5400.0,22,0,1,2,0.0,2,5400.0,0,63.7,1,Sin mora,Medio
0.25244094,65,0,1.649379932,2660.0,14,0,2,0,0.0,0,2660.0,0,25.3,0,Sin mora,Bajo
0.0045907,43,0,0.202849644,2666.0,12,0,0,0,1.0,0,1333.0,0,8.4,0,Sin mora,Muy Bajo
0.235288236,56,0,0.224630267,10750.0,6,0,2,0,0.0,0,10750.0,0,14.9,0,Sin mora,Muy Bajo
0.957611824,60,0,0.162964432,15125.0,6,0,0,0,1.0,0,7562.5,0,55.9,1,Sin mora,Medio
0.034549284,74,0,64.0,5400.0,12,0,0,0,0.0,0,5400.0,0,6.0,0,Sin mora,Muy Bajo
0.238367053,51,0,0.269394322,8700.0,14,0,0,0,0.0,0,8700.0,0,45.1,0,Sin mora,Bajo
0.034569782,54,0,21.0,5400.0,2,0,0,0,0.0,0,5400.0,0,9.5,0,Sin mora,Muy Bajo
0.003649939,47,0,0.179277108,6224.0,7,0,1,0,1.0,0,3112.0,0,5.2,0,Sin mora,Muy Bajo
0.947242206,44,0,0.096104635,3516.0,6,0,0,0,3.0,0,879.0,0,63.5,1,Sin mora,Medio
0.0,40,0,0.0,4200.0,1,0,0,0,0.0,0,4200.0,0,5.8,0,Sin mora,Muy Bajo
0.183507719,57,0,3061.0,5400.0,4,0,1,0,0.0,0,5400.0,0,18.6,0,Sin mora,Muy Bajo
0.06512698,47,1,0.952019192,2500.0,4,0,2,0,1.0,1,1250.0,0,26.5,0,Sin mora,Bajo
0.029313284,59,0,0.193300419,16000.0,27,0,2,0,1.0,0,8000.0,0,5.4,0,Sin mora,Muy Bajo
0.984031936,28,0,0.211697076,4000.0,3,1,0,0,0.0,1,4000.0,0,90.0,1,Sin mora,Alto
0.279609581,79,0,0.225298691,5272.0,11,0,1,0,0.0,0,5272.0,0,15.5,0,Sin mora,Muy Bajo
0.290381636,46,0,1.357642358,1000.0,3,0,0,0,0.0,0,1000.0,0,53.2,1,Sin mora,Medio
0.578831053,61,1,0.331766823,10000.0,10,0,1,0,0.0,1,10000.0,0,70.5,1,Sin mora,Medio
0.046136752,66,0,0.007780135,9896.0,4,0,0,0,0.0,0,9896.0,0,4.0,0,Sin mora,Muy Bajo
0.043978694,47,0,0.967221135,2043.0,5,0,1,0,0.0,0,2043.0,0,14.3,0,Sin mora,Muy Bajo
0.471461809,65,0,3560.0,5400.0,8,0,1,0,0.0,0,5400.0,0,24.1,0,Sin mora,Muy Bajo
0.058094727,67,0,1822.0,5400.0,7,0,1,0,0.0,0,5400.0,0,5.3,0,Sin mora,Muy Bajo
0.395118826,47,1,2887.0,5400.0,9,0,1,0,0.0,1,5400.0,1,58.8,1,Con mora,Medio
1.004749763,41,0,0.9989798,4900.0,11,0,1,0,4.0,0,980.0,0,73.6,1,Sin mora,Medio
0.001722127,78,0,0.0,5400.0,1,0,0,0,0.0,0,5400.0,0,3.8,0,Sin mora,Muy Bajo
0.0,54,0,0.32758215,12750.0,11,0,1,0,2.0,0,4250.0,0,7.1,0,Sin mora,Muy Bajo
0.34643571,27,0,0.003749063,4000.0,2,0,0,0,0.0,0,4000.0,0,33.4,0,Sin mora,Bajo
0.9999999,27,0,0.0,1733.0,0,0,0,0,0.0,0,1733.0,0,52.7,1,Sin mora,Medio
0.180268138,39,0,0.342885705,3000.0,10,0,2,0,4.0,0,600.0,0,15.1,0,Sin mora,Muy Bajo
0.013124759,45,0,0.331155846,7500.0,9,0,1,0,1.0,0,3750.0,0,9.3,0,Sin mora,Muy Bajo
0.074718583,35,0,0.579837006,3312.0,13,0,2,0,2.0,0,1104.0,0,15.9,0,Sin mora,Muy Bajo
0.0,62,1,0.498428003,4770.0,6,0,1,0,0.0,1,4770.0,0,10.8,0,Sin mora,Muy Bajo
0.185533543,71,0,0.293834537,12050.0,14,0,1,0,1.0,0,6025.0,0,18.3,0,Sin mora,Muy Bajo
0.248592897,47,0,2993.0,5400.0,6,0,1,0,0.0,0,5400.0,0,26.5,0,Sin mora,Bajo
0.347168945,63,0,2259.0,5400.0,9,0,1,0,0.0,0,5400.0,0,19.8,0,Sin mora,Muy Bajo
0.112078544,51,0,0.135499354,5416.0,11,1,0,0,2.0,1,1805.3333333333333,0,61.6,1,Sin mora,Medio
